name,label1,label2,Postnum,Integral,Essence,Votenum,active,totaltimes,date1,date2
xianfeng1974,nero,practicing doctor,0,0,0,0,1,1,2019-03-31,2019-03-31
xumengxumeng,unknown,unknown,85,21,0,8,1,1,2004-06-27,2004-06-27
dxy_v9eq4ln4,others,practicing doctor,196,0,0,431,1,1,2018-01-30,2018-01-30
shizhige,nero,practicing doctor,36,2,0,3,1,3,2004-10-21,2007-07-17
vivy55,others,practicing doctor,17,0,0,1,1,2,2018-12-01,2018-12-01
zhoujingxxc,others,practicing doctor,15,0,0,3,1,1,2014-02-18,2014-02-18
纸鸢020430,nero,practicing doctor,33,2,0,5,1,3,2016-01-16,2018-01-07
MinMi酱,unknown,medical student,32,0,0,5,1,1,2016-12-22,2016-12-22
zjl7376,nero,specialist,22,12,0,3,1,2,2011-10-13,2011-10-25
lssxpc1314,unknown,unknown,11,0,0,21,1,1,2016-08-31,2016-08-31
dxy_zyzfr61q,unknown,unknown,1,0,0,0,1,1,2019-03-03,2019-03-03
俊俊平平,nero,practicing doctor,0,0,0,0,1,1,2018-12-10,2018-12-10
wwwPYcom,others,practicing doctor,0,1,0,8,1,1,2018-12-07,2018-12-07
m大草原,others,practicing doctor,5,0,0,11,15,3,2019-01-02,2019-01-16
xuehua01,unknown,unknown,9,0,0,0,1,1,2009-07-12,2009-07-12
希波丽丽,unknown,medical student,329,5,0,589,1,1,2017-12-11,2017-12-11
阿瑜windy,unknown,medical student,8,0,0,3,1,1,2017-12-11,2017-12-11
一座珊,unknown,unknown,12,0,0,16,3,3,2016-08-28,2016-08-30
maihanqiang,unknown,practicing doctor,183,4,0,352,227,9,2018-04-24,2018-12-06
宛若星辰,others,practicing doctor,241,9,0,586,1077,12,2013-11-03,2016-11-06
冷酸灵,others,specialist,1716,178,2,373,1,1,2004-11-05,2004-11-05
淹死的鱼3379,others,practicing doctor,20,0,0,13,1,1,2016-08-22,2016-08-22
hellojap,others,practicing doctor,254,67,3,35,38,22,2006-03-05,2008-04-22
哈哈哈雷,unknown,unknown,2,0,0,1,1,1,2019-03-06,2019-03-06
zhaoqi761229,unknown,unknown,8,3,0,0,1,1,2011-05-31,2011-05-31
yuzhen_mao,unknown,unknown,18,2,0,0,3,5,2003-12-25,2003-12-29
aliyouxing1,unknown,unknown,6,0,0,1,1,1,2017-12-03,2017-12-03
dxy_2dkvhl18,others,practicing doctor,46,0,0,177,1,1,2018-04-27,2018-04-27
happy_everyday,others,practicing doctor,732,2,0,229,1,2,2016-07-04,2016-07-19
好女一身膘,others,practicing doctor,6,0,0,20,1,3,2013-07-23,2017-12-01
摩旅人生,unknown,unknown,2,0,0,2,1,1,2016-09-09,2016-09-09
linlianhua,unknown,unknown,1,0,0,0,1,1,2016-06-21,2016-06-21
wswjlzh,unknown,unknown,3,1,0,0,1,2,2006-02-21,2006-02-21
郭笨鸟,unknown,medical student,14,0,0,36,1,1,2016-06-13,2016-06-13
fiaer,others,practicing doctor,68,2,1,42,5,9,2016-05-22,2016-05-31
zhangwei1213,unknown,medical student,10,0,0,4,1,1,2016-01-06,2016-01-06
olddoctor,others,identified doctor,376,21,0,10,1,6,2005-02-03,2006-01-03
yuejinbin,nero,practicing doctor,9,0,0,2,1,1,2015-02-25,2015-02-25
小胖胖医生,unknown,medical student,44,0,0,1,1,1,2017-06-19,2017-06-19
hlt84,unknown,practicing doctor,39,0,0,3,1,1,2019-03-03,2019-03-03
吴喜欢,unknown,unknown,1,0,0,0,1,1,2009-07-07,2009-07-07
xatrixer,unknown,unknown,4135,769,28,3522,2799,7,2004-11-05,2012-08-19
gracezhai,nero,practicing doctor,66,2,0,7,1,1,2018-05-17,2018-05-17
guonafei,unknown,unknown,7,0,0,0,1,1,2015-02-04,2015-02-04
diguazhu,nero,practicing doctor,37,0,0,2,1,1,2016-08-30,2016-08-30
zzf1986,nero,specialist,92,26,0,2,1,2,2006-04-20,2011-08-14
lwh197853,unknown,unknown,12,0,0,1,1,3,2005-08-01,2005-08-20
zc9012,others,practicing doctor,48,0,0,10,1,1,2018-12-11,2018-12-11
drhwa,unknown,unknown,16,0,0,0,165,3,2003-03-01,2004-07-02
jessie2003,unknown,unknown,762,210,0,44,1,1,2005-07-25,2005-07-25
dolphin静,unknown,unknown,1,0,0,0,1,1,2018-02-26,2018-02-26
变身多啦A梦,unknown,unknown,8,0,0,0,1,2,2013-11-04,2016-12-17
cc0514504,nero,practicing doctor,132,1,0,40,30,4,2015-11-12,2016-02-19
liaoyaping1204,nero,practicing doctor,6,0,0,0,1,1,2016-01-07,2016-01-07
keyaff,others,practicing doctor,100,1,0,18,1,2,2015-12-27,2017-01-18
辉5792,others,practicing doctor,9,0,0,3,1,1,2016-06-15,2016-06-15
王陵315,unknown,unknown,4,0,0,1,1,1,2017-06-12,2017-06-12
杨鹏邵阳市,others,practicing doctor,9,0,0,2,1,1,2016-06-01,2016-06-01
飞蝗土木鳖,unknown,unknown,3,0,0,0,1,1,2016-08-19,2016-08-19
囝楠楠囝,others,practicing doctor,108,4,0,164,1,2,2018-11-30,2018-11-30
freshgongjian,unknown,unknown,6,0,0,1,1,1,2013-05-16,2013-05-16
天医使者,others,identified doctor,465,24,0,119,1,1,2008-08-26,2008-08-26
仗剑破苍穹,unknown,unknown,984,4,0,428,2121,3,2013-05-12,2019-03-02
icefish007,nero,practicing doctor,90,8,0,3,1,1,2005-07-25,2005-07-25
lusuperman2001,unknown,unknown,35,0,0,4,1,1,2008-08-26,2008-08-26
aminoguanidine,unknown,unknown,227,47,0,31,1,2,2004-08-16,2005-06-20
xiaokun_cool,others,practicing doctor,193,0,0,88,186,4,2016-02-02,2016-08-05
openji,nero,practicing doctor,447,50,0,7,1,2,2014-01-10,2018-12-18
zhanggu2698,nero,practicing doctor,66,8,0,3,6,10,2006-01-02,2006-01-17
潇雪雪儿,unknown,unknown,0,0,0,0,1,2,2018-09-24,2018-09-24
小楼,unknown,unknown,44,1,0,1,1,4,2005-11-29,2007-09-25
我狂故我在,others,practicing doctor,220,17,0,18,1,5,2004-12-22,2009-05-13
zpstone2002,others,specialist,4537,354,19,2640,1,2,2004-11-03,2004-11-03
幸运者,unknown,unknown,13,7,0,0,118,12,2005-05-08,2005-09-06
永恒的战士,unknown,unknown,0,0,0,0,5,2,2005-03-27,2005-03-31
何壮壮,others,practicing doctor,8,0,0,6,1,1,2016-08-23,2016-08-23
Liu依兰,unknown,medical student,3,0,0,4,475,3,2017-11-09,2019-02-26
lanceymb,nero,practicing doctor,38,0,0,9,2034,5,2011-06-07,2017-02-26
小太阳,unknown,unknown,22,2,0,1,1,11,2003-03-13,2004-05-07
为人民服务的医生,others,practicing doctor,39,1,0,17,1,2,2015-12-04,2015-12-05
ljspanda,unknown,unknown,4,0,0,0,30,3,2018-12-27,2019-01-25
行鱼未央,unknown,unknown,5,0,0,0,1,1,2013-01-17,2013-01-17
spark9489,unknown,unknown,9,0,0,0,1,1,2013-12-19,2013-12-19
qiyi228,others,practicing doctor,30,0,0,11,2,2,2016-08-29,2016-08-30
方方8805,unknown,unknown,2,0,0,1,1,2,2015-10-31,2015-10-31
junhuafan,unknown,medical student,9,0,0,0,1,1,2016-11-16,2016-11-16
lhuang,unknown,unknown,3,0,0,0,1,3,2005-05-18,2005-05-18
penglaoda,unknown,unknown,0,0,0,0,1,1,2017-03-26,2017-03-26
judc,others,practicing doctor,190,4,0,58,1,3,2016-08-06,2019-02-15
hywind78,unknown,unknown,7,0,0,0,1,43,2003-04-21,2003-04-21
a5821496,others,practicing doctor,28,0,0,9,1,4,2016-09-19,2017-02-05
990310,unknown,unknown,2,0,0,0,1,1,2011-08-13,2011-08-13
dxy_9u507k02,unknown,unknown,5,0,0,3,14,4,2017-01-11,2018-11-07
邵荣荣,unknown,medical student,18,0,0,1,1,2,2017-12-23,2018-03-29
杨晓辉1984,others,practicing doctor,9,0,0,2,1,4,2016-09-17,2016-09-17
yangxiaolin1,unknown,medical student,99,0,0,62,1,4,2016-11-24,2018-02-02
271025109,others,practicing doctor,535,41,0,621,1,3,2018-12-31,2019-01-01
hova8,unknown,unknown,1,0,0,0,1,1,2016-09-08,2016-09-08
天使也疯狂,unknown,unknown,22,3,0,0,8,7,2006-03-11,2006-03-18
czn999,unknown,unknown,3,0,0,6,1,1,2016-03-07,2016-03-07
我吃维生素C,unknown,unknown,199,1,0,206,1,4,2014-03-07,2016-11-06
小赛哥ys,unknown,medical student,9,0,0,3,1,1,2016-07-07,2016-07-07
医学起点,unknown,medical student,37,0,0,9,892,3,2016-01-16,2018-06-29
梦想去飞翔,others,practicing doctor,3742,155,3,1169,2390,7,2008-01-26,2014-08-11
lovelacelg,nero,practicing doctor,34,1,0,1,1,2,2005-01-19,2005-01-22
yanqingji,others,practicing doctor,52,7,0,7,1397,5,2005-09-13,2009-07-23
greensky,nero,practicing doctor,113,7,0,12,1,1,2006-08-09,2006-08-09
Ning00,others,practicing doctor,27,0,0,83,1,1,2017-02-23,2017-02-23
bxswssmbdx,others,practicing doctor,117,12,0,75,1,1,2009-03-18,2009-03-18
大中316690086,nero,practicing doctor,37,1,0,25,526,18,2016-09-22,2018-12-27
larryfisher6,nero,practicing doctor,253,25,0,4,1,1,2008-06-11,2008-06-11
j128,unknown,unknown,139,43,0,0,101,4,2002-07-22,2002-10-30
zhangxin438,others,practicing doctor,10,0,0,2,1,1,2016-07-04,2016-07-04
蜜炙黄芪,others,practicing doctor,39,0,0,177,46,2,2018-02-24,2018-04-10
一心泌尿心嬲泌,unknown,medical student,96,0,0,74,1,1,2017-02-02,2017-02-02
smmufrank,unknown,unknown,0,0,0,0,1,1,2017-03-23,2017-03-23
ycl0708,unknown,unknown,18,1,0,0,1,1,2005-06-07,2005-06-07
夏日狂想,unknown,medical student,0,0,0,9,16,4,2018-12-18,2019-01-02
水流空,nero,practicing doctor,33,1,0,5,1,3,2011-08-29,2012-10-20
无意,nero,practicing doctor,123,18,0,8,1,3,2010-11-03,2018-04-18
tang49296224,others,identified doctor,437,1,0,39,1,1,2017-03-31,2017-03-31
yyhmm,others,practicing doctor,108,1,0,5,1,1,2009-07-09,2009-07-09
jxwdy2000,unknown,unknown,6,0,0,0,1,3,2003-05-30,2003-06-25
内科小常医生,others,practicing doctor,9,0,0,7,1,2,2017-02-22,2017-02-22
学医的人累啊,nero,practicing doctor,4,0,0,1,1,1,2016-11-16,2016-11-16
燕天齐,others,practicing doctor,109,6,0,284,1,1,2018-06-06,2018-06-06
终南医者,others,practicing doctor,525,7,0,189,280,2,2013-07-27,2014-05-02
镜行到底,others,practicing doctor,111,21,0,5,1,2,2007-01-27,2007-09-03
零度咖啡70,others,practicing doctor,4,0,0,9,1,1,2016-08-22,2016-08-22
ldl344344,unknown,unknown,11,0,0,10,1,1,2016-05-29,2016-05-29
风之子x,nero,specialist,166,18,0,21,1676,8,2011-07-21,2016-06-12
小晃晃,others,practicing doctor,115,4,0,58,1,1,2015-10-25,2015-10-25
wangxg2008,unknown,unknown,1,0,0,0,1,1,2006-09-26,2006-09-26
lchch,unknown,unknown,4,0,0,0,1,2,2005-04-20,2005-04-20
yishuihanshine,unknown,medical student,26,0,0,14,1,1,2016-09-10,2016-09-10
rescue-heart,others,practicing doctor,8,0,0,0,1,1,2013-05-19,2013-05-19
天际之水01,unknown,unknown,1,0,0,0,1,1,2017-10-26,2017-10-26
wdahai,unknown,unknown,1,0,0,0,1,1,2003-11-23,2003-11-23
深渊之舞,unknown,unknown,3,0,0,1,1,1,2018-03-29,2018-03-29
bibomim,unknown,unknown,61,14,0,7,1,1,2006-01-03,2006-01-03
hefang82842002,others,practicing doctor,1,0,0,0,339,2,2018-01-31,2019-01-04
endowment1,nero,identified doctor,13,0,0,1,1,1,2016-07-12,2016-07-12
sccdrobert,unknown,unknown,20,3,0,0,1,1,2005-07-29,2005-07-29
camsliu,others,specialist,405,89,0,3,1,1,2004-07-17,2004-07-17
Dxy-ljq,others,practicing doctor,0,0,0,0,1,1,2018-12-18,2018-12-18
wzy6023,nero,practicing doctor,111,3,0,13,1,2,2006-03-18,2006-03-19
boll球球,unknown,unknown,3,0,0,0,636,2,2016-09-04,2018-06-01
poseidon1990,unknown,unknown,20,0,0,2,1,1,2012-03-27,2012-03-27
xiaoxin4524,others,practicing doctor,158,5,0,21,1,1,2017-01-21,2017-01-21
LQ72J,unknown,unknown,0,0,0,0,1,1,2019-01-02,2019-01-02
我爱紫蝴蝶110,others,practicing doctor,14,1,0,4,1,2,2018-03-10,2019-02-14
tshaxm,unknown,unknown,5,0,0,0,1,1,2011-09-16,2011-09-16
cangtian2,others,practicing doctor,198,0,0,141,288,3,2018-06-12,2019-03-26
大漠天狼,others,practicing doctor,2685,12,0,2442,1,2,2016-07-02,2016-09-03
rfeiyang,unknown,unknown,55,1,0,6,1,1,2015-05-25,2015-05-25
7203033,unknown,unknown,38,0,0,2,1,2,2013-12-26,2013-12-26
doctorxia120,unknown,unknown,0,0,0,0,1,2,2016-05-02,2017-03-16
zanzi006,unknown,unknown,10,0,0,3,1,1,2015-10-25,2015-10-25
ltjj,unknown,unknown,1,0,0,0,1,1,2005-03-24,2005-03-24
Gino吉诺,unknown,medical student,1,0,0,2,1,1,2019-01-12,2019-01-12
路见不平不敢吼,unknown,unknown,1,0,0,0,1,1,2018-06-26,2018-06-26
yology,unknown,unknown,8,0,0,12,1,2,2016-08-22,2016-08-22
putao0230,others,practicing doctor,125,4,0,41,1,1,2018-05-28,2018-05-28
surg888,unknown,practicing doctor,25,0,0,27,1,1,2018-01-14,2018-01-14
wenxindoctor,unknown,unknown,26,1,0,2,1,1,2009-07-07,2009-07-07
byjr2002,others,practicing doctor,11,0,0,3,1,1,2011-09-03,2011-09-03
阿梁9U30,unknown,unknown,134,0,0,1154,365,7,2018-01-10,2019-01-09
毛毛虫子66,nero,practicing doctor,8,0,0,10,1,2,2018-10-07,2018-11-23
Zhangrenxuan,unknown,practicing doctor,43,0,0,7,1,8,2013-11-25,2014-01-21
yzl3366,others,practicing doctor,23,0,0,2,1,1,2017-01-11,2017-01-11
幸运是自己给的,unknown,unknown,23,0,0,63,1,1,2018-05-21,2018-05-21
小松鼠123,unknown,medical student,0,0,0,224,1,1,2018-11-27,2018-11-27
yuansongycxy,others,practicing doctor,88,0,0,134,178,9,2017-02-03,2017-07-30
qiuqian205123,others,practicing doctor,2,0,0,2,1,1,2015-10-25,2015-10-25
ly大周周,nero,practicing doctor,2,0,0,0,1,1,2018-11-08,2018-11-08
wphone36,unknown,unknown,0,0,0,2,1,1,2018-12-06,2018-12-06
李霄兵,others,practicing doctor,29,0,0,42,4,3,2017-02-02,2017-02-05
yixuecsq,unknown,unknown,0,0,0,0,1,5,2014-05-26,2017-03-12
li10,nero,practicing doctor,564,0,0,90,3,2,2018-05-28,2018-05-30
骨科小学生报道,unknown,medical student,21,0,0,16,1,1,2016-08-22,2016-08-22
sszz,unknown,unknown,3,0,0,0,1,1,2017-04-10,2017-04-10
326019132wpc,nero,practicing doctor,77,3,0,6,1,5,2014-03-13,2016-11-17
hg_yu,unknown,unknown,173,33,0,10,1,1,2005-12-31,2005-12-31
baitian,unknown,unknown,6,0,0,0,13,2,2002-10-26,2002-11-07
S123456,unknown,unknown,11,0,0,0,1,1,2007-09-30,2007-09-30
正在努力的小医生,unknown,practicing doctor,79,10,0,1078,1,1,2018-03-14,2018-03-14
游刃有鱼,others,practicing doctor,60,0,0,13,1,1,2017-04-01,2017-04-01
qq1289,nero,practicing doctor,50,6,0,32,1,1,2011-04-30,2011-04-30
ygjiu1976,unknown,unknown,6,0,0,0,1,3,2005-12-10,2005-12-10
bobo214,unknown,unknown,2,0,0,0,1,1,2015-05-07,2015-05-07
dengqiaolian,others,practicing doctor,37,1,0,6,1,1,2007-04-14,2007-04-14
安雅曦,unknown,medical student,36,0,0,19,177,3,2016-03-09,2016-09-01
jzf1008,others,practicing doctor,34,0,0,15,1,1,2015-10-30,2015-10-30
wangzixi0802,unknown,medical student,312,6,0,136,255,3,2016-01-13,2017-06-06
xinxinbobo,unknown,unknown,142,1,1,8,2,4,2004-09-01,2004-09-02
jztb2008,others,practicing doctor,124,16,1,7,2,48,2003-12-20,2004-07-26
mercedspan,unknown,unknown,74,0,0,0,1,1,2008-06-11,2008-06-11
ruan915,unknown,unknown,5,0,0,13,1,1,2016-06-05,2016-06-05
baogs,nero,practicing doctor,110,4,0,4,1,2,2004-10-22,2004-10-22
guodongtang,unknown,practicing doctor,167,31,0,4,1,2,2003-08-09,2003-10-12
wmoai811,unknown,unknown,0,0,0,0,1,1,2016-01-07,2016-01-07
cx4528554,others,practicing doctor,108,1,0,233,85,4,2018-03-15,2018-06-07
零下一度的幸福,unknown,unknown,1,0,0,1,1,1,2018-03-25,2018-03-25
lowlow飘,unknown,unknown,0,0,0,0,1,1,2019-01-11,2019-01-11
人面小兽医9527,unknown,unknown,13,0,0,8,1,2,2018-02-03,2018-03-16
sw857179613,others,practicing doctor,5,0,0,0,1,1,2016-03-16,2016-03-16
w100yg,unknown,unknown,93,19,0,16,1,4,2005-10-10,2010-11-03
龙空123,unknown,unknown,1,0,0,14,1,1,2018-10-30,2018-10-30
医生大鹏,others,practicing doctor,28,0,0,12,1,1,2016-03-07,2016-03-07
丁香香长留,unknown,unknown,31,0,0,11,1,1,2015-12-30,2015-12-30
万万万人迷,unknown,unknown,5,0,0,0,1,2,2005-08-19,2006-01-12
hdwxihui,unknown,unknown,0,0,0,0,1,3,2007-12-03,2013-04-13
nxgf,unknown,unknown,23,2,0,1,1,1,2003-10-31,2003-10-31
trimint,nero,identified doctor,192,10,0,35,155,17,2014-08-18,2019-04-18
山有木兮_木有枝,unknown,medical student,164,0,0,515,1,2,2017-12-09,2018-05-23
深海的娃娃鱼,unknown,unknown,1,0,0,2,1,1,2018-06-23,2018-06-23
dxy_cgdux3s8,unknown,unknown,0,0,0,0,1,1,2019-03-01,2019-03-01
小明哥,unknown,unknown,24,1,0,0,48,7,2004-08-09,2004-09-25
fxjj,unknown,unknown,299,80,0,81,1,2,2009-04-15,2015-11-12
vivax,unknown,unknown,26,5,0,0,1,3,2003-07-09,2005-11-01
zhss84,nero,practicing doctor,4,1,0,3,1,2,2011-07-30,2017-07-07
盆儿a,unknown,medical student,10,0,0,16,1,1,2018-03-29,2018-03-29
dxy_ctyeamfr,unknown,unknown,1,0,0,0,1,1,2018-06-27,2018-06-27
guoqinglei,unknown,unknown,1,0,0,0,1,1,2009-07-11,2009-07-11
fattony,others,practicing doctor,21,0,0,7,1,2,2017-07-20,2018-05-03
bxmh,unknown,unknown,1,0,0,4,1,1,2017-04-06,2017-04-06
jukey126,others,practicing doctor,286,0,0,192,881,2,2016-08-31,2019-01-28
大大大大大璿,unknown,unknown,2,0,0,0,1,1,2017-09-02,2017-09-02
doc01,unknown,unknown,5,0,0,0,1,1,2012-02-17,2012-02-17
badman,unknown,unknown,30,4,0,2,779,7,2003-12-21,2006-02-06
99ccc,unknown,medical student,9,0,0,0,1,2,2017-09-19,2018-02-27
MrsLucky,unknown,unknown,1,0,0,1,1,1,2018-12-25,2018-12-25
qinhan5201314,nero,practicing doctor,18,0,0,2,326,2,2013-05-06,2014-03-27
chenyao88,others,practicing doctor,18,0,0,6,1,1,2016-05-23,2016-05-23
陈家宝,unknown,unknown,18,0,0,2,1,1,2014-08-25,2014-08-25
糖果仙子,unknown,practicing doctor,78,1,0,219,1,1,2018-03-15,2018-03-15
Alice182,unknown,unknown,16,0,0,1,1,1,2011-04-24,2011-04-24
zjbystander,unknown,unknown,1452,44,3,66,1,7,2005-05-20,2005-08-13
superman980293,unknown,unknown,14,1,0,0,1,1,2006-05-03,2006-05-03
neurojun,nero,specialist,440,39,0,44,1,5,2003-10-07,2007-04-24
釉子,unknown,unknown,1,0,0,0,1,1,2006-01-08,2006-01-08
zyj465550736,others,practicing doctor,18,0,0,12,1,1,2018-12-31,2018-12-31
懦弱太刺眼,unknown,unknown,0,0,0,0,1,1,2019-01-03,2019-01-03
DarrenWONG,unknown,unknown,253,20,0,13,1,1,2008-06-27,2008-06-27
renshan,others,practicing doctor,30,1,0,0,2,15,2005-01-16,2012-12-21
迟来的小菜鸟,unknown,medical student,85,0,0,11,358,5,2018-02-01,2019-02-14
一个穿白大褂的人,unknown,unknown,0,0,0,0,1,3,2019-01-25,2019-02-19
husband88,nero,practicing doctor,76,3,0,4,483,9,2004-12-03,2006-06-05
mooncelery,unknown,practicing doctor,92,20,0,2,1,6,2005-06-02,2017-06-23
mickycjj,nero,identified doctor,45,12,0,0,602,17,2004-11-17,2006-07-13
cszcszv163,unknown,medical student,25,0,0,28,1,2,2017-01-25,2017-01-25
deltoid,others,specialist,931,212,4,59,98,4,2005-09-20,2006-01-01
不是徐州人,nero,practicing doctor,275,3,0,34,318,4,2011-11-18,2017-10-03
dezgj,unknown,unknown,25,0,1,0,1,3,2003-05-07,2003-07-24
John_0914,others,practicing doctor,5,0,0,11,1,1,2019-02-17,2019-02-17
jxb_cw123,unknown,unknown,26,2,0,1,1,3,2005-12-05,2005-12-11
huangyuqi,unknown,medical student,254,1,0,260,1,1,2017-06-28,2017-06-28
983714,others,practicing doctor,16,0,0,4,1,1,2014-11-05,2014-11-05
whiteact,unknown,medical student,21,0,0,8,1,2,2017-08-04,2018-02-02
xuloveyu,unknown,unknown,0,0,0,0,1,1,2016-10-07,2016-10-07
wangmzsuli_2006,others,practicing doctor,6,0,0,1,1,1,2016-08-24,2016-08-24
lxyilyfe,nero,practicing doctor,11,1,0,0,1,1,2014-04-14,2014-04-14
422584901,unknown,unknown,323,44,0,64,1,1,2009-07-14,2009-07-14
姜影儿jye,unknown,medical student,3,0,0,0,1,1,2016-12-22,2016-12-22
bluerain2014,unknown,unknown,94,0,0,285,1,2,2018-02-12,2018-11-29
水木清华ceng,nero,practicing doctor,18,5,0,1,1,6,2005-03-27,2005-04-18
leped,others,specialist,442,80,2,8,1,8,2003-06-02,2003-06-30
fengfuping85,others,practicing doctor,1,0,0,0,2,3,2018-12-25,2019-02-28
panpan939502,others,practicing doctor,9,0,0,9,1,2,2016-03-07,2016-06-04
铜豌豆90,others,practicing doctor,7,0,0,0,1,1,2019-04-01,2019-04-01
小王子D96I,unknown,medical student,0,0,0,0,1,1,2018-12-11,2018-12-11
drlidali,nero,practicing doctor,7,0,0,5,1,1,2015-03-05,2015-03-05
尘埃落定123,others,practicing doctor,5,0,0,0,1,1,2016-02-23,2016-02-23
愿苦痛少点再少点,unknown,unknown,0,0,0,11,1,1,2018-12-29,2018-12-29
zch8058,unknown,unknown,4,0,0,1,1,1,2016-08-21,2016-08-21
李建旭,unknown,unknown,1,0,0,0,1,1,2018-02-26,2018-02-26
bnu,unknown,unknown,1,0,0,0,1,1,2004-08-30,2004-08-30
细米细米,unknown,medical student,6,0,0,0,1,1,2018-04-17,2018-04-17
sunshine20,unknown,unknown,1,0,0,0,1,1,2004-06-27,2004-06-27
医心医意lyh,others,practicing doctor,0,0,0,33,1,1,2019-01-19,2019-01-19
双座9RCF,unknown,unknown,4,0,0,0,1,1,2018-06-08,2018-06-08
wangh124,unknown,unknown,3,0,0,1,1,1,2018-11-05,2018-11-05
EMAOU,unknown,medical student,0,0,0,0,1,1,2018-12-05,2018-12-05
jzxgh,unknown,unknown,1,0,0,0,1,1,2005-05-10,2005-05-10
oieiie,unknown,unknown,3,0,0,0,1,1,2017-11-23,2017-11-23
fzzyysjwk,unknown,unknown,60,5,0,2,23,3,2005-09-11,2005-10-03
iadxy,unknown,unknown,52,0,0,2,1,1,2009-06-03,2009-06-03
ganshengxuan,others,practicing doctor,97,2,0,38,12,27,2015-06-30,2016-10-15
waixiangren1,nero,specialist,26,10,0,2,1548,5,2012-05-20,2017-04-10
biety345,unknown,unknown,11,0,0,1,1,2,2016-07-27,2016-08-29
zdb8174622,others,practicing doctor,23,0,0,8,1,2,2016-02-17,2016-02-18
天籁之音158,others,practicing doctor,2,0,0,0,1,1,2016-08-26,2016-08-26
chxj0820,unknown,unknown,82,2,0,138,1,1,2019-01-23,2019-01-23
夏日麽麽茶,others,practicing doctor,9,1,0,1,1,1,2019-01-11,2019-01-11
刀刃织网,others,identified doctor,289,0,0,390,3177,11,2009-08-04,2018-09-01
fc超越,others,practicing doctor,12,0,0,10,1,1,2018-08-18,2018-08-18
秀O7UO,unknown,unknown,3,0,0,0,1,1,2019-01-19,2019-01-19
hzxcg,nero,specialist,191,14,0,15,1,3,2011-09-22,2017-07-19
拼凑心脏格式化,unknown,medical student,3,0,0,1,87,2,2018-05-03,2018-07-28
xumw,nero,practicing doctor,36,2,0,5,652,6,2004-10-27,2006-08-14
lfxzq79,nero,practicing doctor,7,0,0,1,55,4,2016-10-18,2018-03-28
宝木晓光,unknown,medical student,37,1,0,65,1,1,2017-07-02,2017-07-02
海狼夫,others,practicing doctor,133,1,0,5,124,2,2010-11-05,2011-03-08
Hy樱花语,others,practicing doctor,28,0,0,13,1,1,2018-05-07,2018-05-07
一片薄荷呀,unknown,unknown,0,0,0,0,1,1,2019-03-16,2019-03-16
meizai26,nero,practicing doctor,81,1,0,17,1,3,2011-10-13,2013-07-20
sxb_93,unknown,unknown,17,0,0,1,1,1,2004-09-17,2004-09-17
daihonghao,others,practicing doctor,9,0,0,16,1,1,2016-05-29,2016-05-29
gqy,unknown,unknown,5,1,0,0,14,2,2004-06-30,2004-07-13
小爱暖人间,unknown,unknown,3,0,0,0,1,1,2017-03-20,2017-03-20
doctorsol,nero,identified doctor,191,2,0,51,1,5,2013-08-22,2016-09-02
Jasmine__99,unknown,medical student,1,0,0,0,1,1,2019-01-19,2019-01-19
早点毕业,unknown,unknown,0,0,0,0,1,1,2017-03-15,2017-03-15
沧海观石,nero,practicing doctor,1,0,0,3,1,1,2018-11-21,2018-11-21
夜店之王奥巴马,unknown,unknown,0,0,0,0,1,1,2018-12-18,2018-12-18
阿伦杜,unknown,unknown,0,0,0,0,1,2,2015-08-21,2016-10-05
wh535312,others,practicing doctor,366,1,0,479,1,4,2017-03-30,2018-03-06
doctorwarm,unknown,unknown,0,0,0,3,1,2,2019-01-12,2019-01-12
dlyymc,nero,practicing doctor,91,7,0,33,14,11,2016-01-16,2018-08-06
wangyukiki11,others,practicing doctor,29,0,0,7,1,1,2016-01-19,2016-01-19
云游香客,others,practicing doctor,7,0,0,7,1,2,2016-07-13,2016-07-19
1768748865zsp,unknown,unknown,5,0,0,1,1,1,2016-12-22,2016-12-22
windyhap,nero,practicing doctor,30,0,0,22,1,2,2018-02-21,2018-02-22
江华2014,others,practicing doctor,13,0,0,10,1,1,2017-07-02,2017-07-02
温柔一刀l,unknown,unknown,0,0,0,0,1,9,2016-09-28,2019-03-25
本本笨笨蹦蹦,others,practicing doctor,69,1,0,1,1,1,2011-02-26,2011-02-26
一把镊子,unknown,unknown,8,0,0,2,1,1,2018-07-15,2018-07-15
眷恋1835,others,practicing doctor,0,0,0,0,1,1,2019-02-13,2019-02-13
肖肖_,unknown,unknown,2,0,0,3,1,1,2018-06-15,2018-06-15
